"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001436402","Census Tract 4364.02, Alameda County, California","993","79","null","null","156","null","54","null","95","null","48","null","166","null","55","null","0","null","13","null","(X)","(X)","(X)","(X)","15.7","null","5.3","null","9.6","null","5.0","null","16.7","null","5.8","null","0.0","null","3.9","null","25","null","24","null","0","null","13","null","16","null","18","null","9","null","15","null","0","13","null","null","2.5","2.4","null","null","0.0","null","22.4","null","16.8","17.7","null","null","5.4","9.4","null","null","-","**","**","-",
"1400000US06001436403","Census Tract 4364.03, Alameda County, California","1552","202","null","null","324","null","170","null","79","null","59","null","216","null","93","null","0","null","13","null","(X)","(X)","(X)","(X)","20.9","null","10.1","null","5.1","null","4.0","null","13.9","null","6.2","null","0.0","null","2.5","null","126","null","111","null","51","null","84","null","0","null","13","null","75","null","78","null","0","13","null","null","8.1","6.9","null","null","15.7","null","22.3","null","0.0","36.9","null","null","34.7","28.1","null","null","-","**","**","-",
"1400000US06001436404","Census Tract 4364.04, Alameda County, California","1199","195","null","null","85","null","62","null","38","null","49","null","175","null","176","null","37","null","59","null","(X)","(X)","(X)","(X)","7.1","null","5.1","null","3.2","null","4.1","null","14.6","null","13.0","null","3.1","null","4.8","null","11","null","24","null","0","null","13","null","0","null","13","null","11","null","24","null","0","13","null","null","0.9","2.0","null","null","0.0","null","35.4","null","0.0","53.4","null","null","6.3","14.6","null","null","0.0","54.1","null","null",
"1400000US06001436500","Census Tract 4365, Alameda County, California","1770","175","null","null","665","null","141","null","153","null","64","null","229","null","80","null","63","null","78","null","(X)","(X)","(X)","(X)","37.6","null","6.9","null","8.6","null","3.6","null","12.9","null","4.6","null","3.6","null","4.2","null","284","null","137","null","196","null","125","null","26","null","30","null","49","null","42","null","13","22","null","null","16.0","7.3","null","null","29.5","null","15.8","null","17.0","16.3","null","null","21.4","16.1","null","null","20.6","49.1","null","null",
"1400000US06001436601","Census Tract 4366.01, Alameda County, California","1893","241","null","null","794","null","170","null","62","null","44","null","312","null","103","null","133","null","143","null","(X)","(X)","(X)","(X)","41.9","null","8.2","null","3.3","null","2.4","null","16.5","null","4.8","null","7.0","null","7.1","null","211","null","98","null","136","null","89","null","13","null","15","null","50","null","44","null","12","19","null","null","11.1","5.0","null","null","17.1","null","10.5","null","21.0","23.5","null","null","16.0","13.6","null","null","9.0","20.7","null","null",
"1400000US06001436602","Census Tract 4366.02, Alameda County, California","1673","177","null","null","631","null","123","null","163","null","104","null","267","null","91","null","102","null","94","null","(X)","(X)","(X)","(X)","37.7","null","6.7","null","9.7","null","6.0","null","16.0","null","5.3","null","6.1","null","5.5","null","270","null","97","null","167","null","77","null","43","null","43","null","60","null","42","null","0","19","null","null","16.1","5.8","null","null","26.5","null","11.3","null","26.4","24.3","null","null","22.5","14.2","null","null","0.0","31.3","null","null",
"1400000US06001436700","Census Tract 4367, Alameda County, California","1158","162","null","null","451","null","128","null","41","null","26","null","208","null","98","null","0","null","13","null","(X)","(X)","(X)","(X)","38.9","null","9.8","null","3.5","null","2.3","null","18.0","null","7.4","null","0.0","null","3.4","null","66","null","51","null","40","null","43","null","12","null","18","null","14","null","16","null","0","13","null","null","5.7","4.2","null","null","8.9","null","8.7","null","29.3","43.3","null","null","6.7","9.6","null","null","-","**","**","-",
"1400000US06001436800","Census Tract 4368, Alameda County, California","1341","164","null","null","445","null","122","null","97","null","59","null","250","null","67","null","15","null","24","null","(X)","(X)","(X)","(X)","33.2","null","7.9","null","7.2","null","4.3","null","18.6","null","5.1","null","1.1","null","1.8","null","96","null","62","null","45","null","47","null","0","null","13","null","51","null","39","null","0","13","null","null","7.2","4.7","null","null","10.1","null","10.3","null","0.0","32.4","null","null","20.4","16.1","null","null","0.0","84.9","null","null",
"1400000US06001436900","Census Tract 4369, Alameda County, California","1858","132","null","null","811","null","165","null","90","null","64","null","340","null","103","null","30","null","39","null","(X)","(X)","(X)","(X)","43.6","null","8.8","null","4.8","null","3.5","null","18.3","null","5.4","null","1.6","null","2.0","null","347","null","154","null","282","null","141","null","9","null","15","null","56","null","46","null","0","19","null","null","18.7","8.2","null","null","34.8","null","15.9","null","10.0","17.0","null","null","16.5","12.0","null","null","0.0","60.1","null","null",
"1400000US06001437000","Census Tract 4370, Alameda County, California","1129","103","null","null","290","null","71","null","107","null","63","null","269","null","97","null","7","null","11","null","(X)","(X)","(X)","(X)","25.7","null","6.2","null","9.5","null","5.8","null","23.8","null","7.4","null","0.6","null","0.9","null","80","null","45","null","14","null","20","null","24","null","28","null","42","null","33","null","0","13","null","null","7.1","4.1","null","null","4.8","null","6.9","null","22.4","24.8","null","null","15.6","11.1","null","null","0.0","100.0","null","null",
"1400000US06001437101","Census Tract 4371.01, Alameda County, California","2253","244","null","null","363","null","233","null","246","null","109","null","763","null","138","null","111","null","74","null","(X)","(X)","(X)","(X)","16.1","null","9.2","null","10.9","null","4.9","null","33.9","null","6.8","null","4.9","null","3.4","null","205","null","108","null","22","null","22","null","73","null","79","null","100","null","77","null","10","16","null","null","9.1","4.7","null","null","6.1","null","7.9","null","29.7","25.6","null","null","13.1","9.5","null","null","9.0","15.1","null","null",
"1400000US06001437102","Census Tract 4371.02, Alameda County, California","1505","273","null","null","515","null","228","null","126","null","85","null","387","null","93","null","69","null","49","null","(X)","(X)","(X)","(X)","34.2","null","10.0","null","8.4","null","5.8","null","25.7","null","6.5","null","4.6","null","3.3","null","175","null","80","null","24","null","25","null","36","null","47","null","115","null","55","null","0","13","null","null","11.6","5.5","null","null","4.7","null","5.2","null","28.6","35.2","null","null","29.7","12.9","null","null","0.0","39.6","null","null",
"1400000US06001437200","Census Tract 4372, Alameda County, California","2531","291","null","null","802","null","242","null","214","null","105","null","909","null","203","null","0","null","19","null","(X)","(X)","(X)","(X)","31.7","null","7.6","null","8.5","null","4.2","null","35.9","null","7.3","null","0.0","null","1.6","null","290","null","128","null","113","null","93","null","56","null","57","null","121","null","75","null","0","19","null","null","11.5","5.2","null","null","14.1","null","11.6","null","26.2","23.2","null","null","13.3","8.5","null","null","-","**","**","-",
"1400000US06001437300","Census Tract 4373, Alameda County, California","1081","199","null","null","275","null","56","null","115","null","43","null","235","null","87","null","23","null","21","null","(X)","(X)","(X)","(X)","25.4","null","6.3","null","10.6","null","4.2","null","21.7","null","8.6","null","2.1","null","2.1","null","87","null","45","null","42","null","40","null","14","null","13","null","31","null","22","null","0","13","null","null","8.0","4.5","null","null","15.3","null","13.9","null","12.2","11.2","null","null","13.2","10.1","null","null","0.0","68.6","null","null",
"1400000US06001437400","Census Tract 4374, Alameda County, California","1066","148","null","null","357","null","49","null","64","null","41","null","171","null","48","null","15","null","20","null","(X)","(X)","(X)","(X)","33.5","null","5.9","null","6.0","null","4.0","null","16.0","null","4.8","null","1.4","null","1.9","null","103","null","47","null","50","null","34","null","20","null","26","null","33","null","35","null","0","13","null","null","9.7","4.3","null","null","14.0","null","9.1","null","31.3","36.9","null","null","19.3","17.3","null","null","0.0","84.9","null","null",
"1400000US06001437500","Census Tract 4375, Alameda County, California","1203","130","null","null","671","null","114","null","136","null","98","null","129","null","57","null","0","null","13","null","(X)","(X)","(X)","(X)","55.8","null","8.2","null","11.3","null","7.6","null","10.7","null","4.7","null","0.0","null","3.3","null","207","null","89","null","168","null","82","null","36","null","39","null","3","null","6","null","0","13","null","null","17.2","7.2","null","null","25.0","null","11.8","null","26.5","28.2","null","null","2.3","5.3","null","null","-","**","**","-",
"1400000US06001437600","Census Tract 4376, Alameda County, California","895","90","null","null","236","null","50","null","81","null","32","null","324","null","84","null","13","null","19","null","(X)","(X)","(X)","(X)","26.4","null","5.4","null","9.1","null","3.6","null","36.2","null","7.5","null","1.5","null","2.1","null","188","null","84","null","35","null","34","null","25","null","21","null","128","null","68","null","0","13","null","null","21.0","8.1","null","null","14.8","null","13.3","null","30.9","24.6","null","null","39.5","15.2","null","null","0.0","91.2","null","null",
"1400000US06001437701","Census Tract 4377.01, Alameda County, California","1039","195","null","null","435","null","112","null","83","null","54","null","200","null","188","null","5","null","9","null","(X)","(X)","(X)","(X)","41.9","null","11.6","null","8.0","null","5.5","null","19.2","null","15.0","null","0.5","null","0.8","null","93","null","67","null","71","null","59","null","0","null","13","null","22","null","25","null","0","13","null","null","9.0","6.4","null","null","16.3","null","12.5","null","0.0","35.9","null","null","11.0","16.9","null","null","0.0","100.0","null","null",
"1400000US06001437702","Census Tract 4377.02, Alameda County, California","1054","160","null","null","687","null","167","null","61","null","49","null","63","null","34","null","28","null","41","null","(X)","(X)","(X)","(X)","65.2","null","8.3","null","5.8","null","4.8","null","6.0","null","3.3","null","2.7","null","3.9","null","221","null","82","null","197","null","80","null","3","null","6","null","21","null","25","null","0","13","null","null","21.0","7.4","null","null","28.7","null","11.9","null","4.9","11.9","null","null","33.3","36.9","null","null","0.0","62.2","null","null",
"1400000US06001437800","Census Tract 4378, Alameda County, California","1412","166","null","null","448","null","100","null","41","null","35","null","334","null","88","null","28","null","34","null","(X)","(X)","(X)","(X)","31.7","null","6.8","null","2.9","null","2.5","null","23.7","null","6.3","null","2.0","null","2.4","null","95","null","52","null","51","null","43","null","0","null","19","null","44","null","32","null","0","19","null","null","6.7","3.7","null","null","11.4","null","9.5","null","0.0","51.4","null","null","13.2","11.1","null","null","0.0","62.2","null","null",
"1400000US06001437900","Census Tract 4379, Alameda County, California","659","72","null","null","196","null","47","null","94","null","51","null","113","null","48","null","0","null","13","null","(X)","(X)","(X)","(X)","29.7","null","7.5","null","14.3","null","7.6","null","17.1","null","7.4","null","0.0","null","5.9","null","64","null","35","null","33","null","23","null","15","null","22","null","16","null","14","null","0","13","null","null","9.7","5.3","null","null","16.8","null","11.1","null","16.0","22.1","null","null","14.2","12.3","null","null","-","**","**","-",
"1400000US06001438000","Census Tract 4380, Alameda County, California","1148","129","null","null","180","null","43","null","187","null","90","null","271","null","87","null","10","null","16","null","(X)","(X)","(X)","(X)","15.7","null","4.1","null","16.3","null","7.7","null","23.6","null","6.6","null","0.9","null","1.4","null","47","null","48","null","0","null","13","null","29","null","44","null","18","null","21","null","0","13","null","null","4.1","4.1","null","null","0.0","null","19.8","null","15.5","20.5","null","null","6.6","8.0","null","null","0.0","100.0","null","null",
